37.250315999999998,55.894184000000003 
37.250315999999998,55.894184000000003 
37.250102390538764,55.894304177807548 
37.250102390207950,55.894364266711321 
37.250173593324938,55.894404325980503 
37.250244796662471,55.894404325980503 
37.250315999999998,55.894364266711321 
37.250387203337525,55.894404325980503 
37.250458406675058,55.894404325980503 
37.250529609792046,55.894364266711321 
37.250529609461232,55.894304177807548 
37.250315999999998,55.894184000000003 
37.250315999999998,55.894294162990249 
